"","pn","ay","out_cit"
"2221","US7451592",2005,"US5911679"
"2222","US7451592",2005,"US3673802"
"2223","US7451592",2005,"US3729957"
"2224","US7451592",2005,"GB586570A"
"2225","US7451592",2005,"US4947642"
"2226","US7451592",2005,"US6381948"
"2227","US7451592",2005,"US4005575"
"2228","US7451592",2005,"GB765915A"
"2229","US7454894",2004,"US5987877"
"2230","US7454894",2004,"US2625009"
"2231","US7454894",2004,"US4782658"
"2232","US7454894",2004,"US5269135"
"2233","US7454894",2004,"US4397148"
"2234","US7454894",2004,"US5038560"
"2235","US7454894",2004,"US6282881"
"2236","US7454894",2004,"US6931834"
"2237","US7454894",2004,"US4546605"
"2238","US7454894",2004,"US5553449"
"2239","US7469528",2005,"GB1388406A"
"2240","US7469528",2005,"US3875742"
"2241","US7469528",2005,"US4485970"
"2242","US7469528",2005,"US5315821"
"2243","US7469528",2005,"US3747341"
"2244","US7469528",2005,"US3620022"
"2245","US7469528",2005,"US4541237"
"2246","US7500352",2005,"US5388964"
"2247","US7500352",2005,"EP1113162A2"
"2248","US7500352",2005,"EP0426500A1"
"2249","US7500352",2005,"GB1003740A"
"2250","US7500352",2005,"US3486328"
"2251","US7500352",2005,"US3620009"
"2252","US7500352",2005,"USH2032H"
"2253","US7500352",2005,"US3391540"
"2254","US7500352",2005,"US6209311"
"2255","US7500352",2005,"US3620021"
"2256","US7500352",2005,"US5224341"
"2257","US7500352",2005,"US6732502"
"2258","US7500352",2005,"US5988980"
"2259","US7500352",2005,"GB1055328A"
"2260","US7500352",2005,"GB1018538A"
"2261","US7500352",2005,"EP0900920A2"
"2262","US7500352",2005,"US4790133"
"2263","US7500352",2005,"GB1330904A"
"2264","US7500352",2005,"US5261227"
"2265","US7500352",2005,"EP0643199A1"
"2266","US7500352",2005,"US4860537"
"2267","US7500352",2005,"GB2226598A"
"2268","US7506499",2005,"US5292227"
"2269","US7506499",2005,"US6041594"
"2270","US7506499",2005,"US5174110"
"2271","US7506499",2005,"EP0601864A1"
"2272","US7506499",2005,"US6125627"
"2273","US7506499",2005,"US20030019205A1"
"2274","US7506499",2005,"US4577891"
"2275","US7506499",2005,"US20040070211A1"
"2276","US7506499",2005,"US20020189233A1"
"2277","US7506499",2005,"US5746574"
"2278","US7506499",2005,"US4987736"
"2279","US7543442",2005,"US3841089"
"2280","US7543442",2005,"US5746574"
"2281","US7543442",2005,"US5313780"
"2282","US7543442",2005,"US20050022501A1"
"2283","US7543442",2005,"US20020076320A1"
"2284","US7543442",2005,"US20030019205A1"
"2285","US7543442",2005,"US4987736"
"2286","US7543442",2005,"EP0601864A1"
"2287","US7543442",2005,"US5174110"
"2288","US7631483",2003,"US3572960"
"2289","US7631483",2003,"US4419045"
"2290","US7631483",2003,"US6206136"
"2291","US7631483",2003,"US5205513"
"2292","US7631483",2003,"US5474417"
"2293","US7631483",2003,"US3735593"
"2294","US7631483",2003,"US5934611"
"2295","US7631483",2003,"US6125626"
